seed,held_out_region,method,support_size,alpha
2,Heartland,ridge_refit,32,1.7782794100389228
2,Heartland,ridge_support_only,64,5.623413251903491
2,Heartland,ridge_refit,64,1.7782794100389228
2,Northern Great Plains,ridge_support_only,8,0.1778279410038923
2,Northern Great Plains,ridge_refit,8,1.7782794100389228
2,Northern Great Plains,ridge_support_only,16,3.1622776601683795
2,Northern Great Plains,ridge_refit,16,1.7782794100389228
2,Northern Great Plains,ridge_support_only,32,10000.0
2,Northern Great Plains,ridge_refit,32,1.7782794100389228
2,Northern Great Plains,ridge_support_only,64,10.0
2,Northern Great Plains,ridge_refit,64,1.7782794100389228
2,Prairie Gateway,ridge_support_only,8,10000.0
2,Prairie Gateway,ridge_refit,8,5.623413251903491
2,Prairie Gateway,ridge_support_only,16,3.1622776601683795
2,Prairie Gateway,ridge_refit,16,5.623413251903491
2,Prairie Gateway,ridge_support_only,32,5.623413251903491
2,Prairie Gateway,ridge_refit,32,5.623413251903491
2,Prairie Gateway,ridge_support_only,64,31.622776601683793
2,Prairie Gateway,ridge_refit,64,5.623413251903491
2,Basin and Range,ridge_support_only,8,1.7782794100389228
2,Basin and Range,ridge_refit,8,10.0
2,Basin and Range,ridge_support_only,16,316.22776601683796
2,Basin and Range,ridge_refit,16,5.623413251903491
2,Basin and Range,ridge_support_only,32,562.341325190349
2,Basin and Range,ridge_refit,32,5.623413251903491
2,Basin and Range,ridge_support_only,64,0.01
2,Basin and Range,ridge_refit,64,3.1622776601683795
3,Southern Seaboard,ridge_support_only,8,1.7782794100389228
3,Southern Seaboard,ridge_refit,8,1.7782794100389228
3,Southern Seaboard,ridge_support_only,16,10.0
3,Southern Seaboard,ridge_refit,16,1.7782794100389228
3,Southern Seaboard,ridge_support_only,32,10000.0
3,Southern Seaboard,ridge_refit,32,1.7782794100389228
3,Southern Seaboard,ridge_support_only,64,562.341325190349
3,Southern Seaboard,ridge_refit,64,1.7782794100389228
3,Northern Crescent,ridge_support_only,8,10000.0
3,Northern Crescent,ridge_refit,8,3.1622776601683795
3,Northern Crescent,ridge_support_only,16,56.23413251903491
3,Northern Crescent,ridge_refit,16,3.1622776601683795
3,Northern Crescent,ridge_support_only,32,5.623413251903491
3,Northern Crescent,ridge_refit,32,3.1622776601683795
3,Northern Crescent,ridge_support_only,64,31.622776601683793
3,Northern Crescent,ridge_refit,64,3.1622776601683795
3,Heartland,ridge_support_only,8,10000.0
3,Heartland,ridge_refit,8,1.7782794100389228
3,Heartland,ridge_support_only,16,10000.0
3,Heartland,ridge_refit,16,1.7782794100389228
3,Heartland,ridge_support_only,32,10000.0
3,Heartland,ridge_refit,32,1.7782794100389228
3,Heartland,ridge_support_only,64,0.03162277660168379
3,Heartland,ridge_refit,64,1.7782794100389228
3,Northern Great Plains,ridge_support_only,8,56.23413251903491
3,Northern Great Plains,ridge_refit,8,1.7782794100389228
3,Northern Great Plains,ridge_support_only,16,100.0
3,Northern Great Plains,ridge_refit,16,1.7782794100389228
3,Northern Great Plains,ridge_support_only,32,17.78279410038923
3,Northern Great Plains,ridge_refit,32,1.7782794100389228
3,Northern Great Plains,ridge_support_only,64,0.31622776601683794
3,Northern Great Plains,ridge_refit,64,1.7782794100389228
3,Prairie Gateway,ridge_support_only,8,56.23413251903491
3,Prairie Gateway,ridge_refit,8,5.623413251903491
3,Prairie Gateway,ridge_support_only,16,10.0
3,Prairie Gateway,ridge_refit,16,5.623413251903491
3,Prairie Gateway,ridge_support_only,32,5.623413251903491
3,Prairie Gateway,ridge_refit,32,5.623413251903491
3,Prairie Gateway,ridge_support_only,64,5.623413251903491
3,Prairie Gateway,ridge_refit,64,5.623413251903491
3,Basin and Range,ridge_support_only,8,0.31622776601683794
3,Basin and Range,ridge_refit,8,3.1622776601683795
3,Basin and Range,ridge_support_only,16,10.0
3,Basin and Range,ridge_refit,16,3.1622776601683795
3,Basin and Range,ridge_support_only,32,17.78279410038923
3,Basin and Range,ridge_refit,32,5.623413251903491
3,Basin and Range,ridge_support_only,64,0.01
3,Basin and Range,ridge_refit,64,3.1622776601683795
4,Southern Seaboard,ridge_support_only,8,10000.0
4,Southern Seaboard,ridge_refit,8,1.7782794100389228
4,Southern Seaboard,ridge_support_only,16,1.7782794100389228
4,Southern Seaboard,ridge_refit,16,1.7782794100389228
4,Southern Seaboard,ridge_support_only,32,31.622776601683793
4,Southern Seaboard,ridge_refit,32,1.7782794100389228
4,Southern Seaboard,ridge_support_only,64,31.622776601683793
4,Southern Seaboard,ridge_refit,64,1.7782794100389228
4,Northern Crescent,ridge_support_only,8,1.0
4,Northern Crescent,ridge_refit,8,3.1622776601683795
4,Northern Crescent,ridge_support_only,16,3.1622776601683795
4,Northern Crescent,ridge_refit,16,3.1622776601683795
4,Northern Crescent,ridge_support_only,32,0.05623413251903491
4,Northern Crescent,ridge_refit,32,3.1622776601683795
4,Northern Crescent,ridge_support_only,64,10.0
4,Northern Crescent,ridge_refit,64,3.1622776601683795
4,Heartland,ridge_support_only,8,10000.0
4,Heartland,ridge_refit,8,1.7782794100389228
4,Heartland,ridge_support_only,16,31.622776601683793
4,Heartland,ridge_refit,16,1.7782794100389228
4,Heartland,ridge_support_only,32,0.01
4,Heartland,ridge_refit,32,1.7782794100389228
4,Heartland,ridge_support_only,64,0.01778279410038923
4,Heartland,ridge_refit,64,1.7782794100389228
4,Northern Great Plains,ridge_support_only,8,56.23413251903491
4,Northern Great Plains,ridge_refit,8,1.7782794100389228
4,Northern Great Plains,ridge_support_only,16,56.23413251903491
4,Northern Great Plains,ridge_refit,16,1.7782794100389228
4,Northern Great Plains,ridge_support_only,32,177.82794100389228
4,Northern Great Plains,ridge_refit,32,1.7782794100389228
4,Northern Great Plains,ridge_support_only,64,56.23413251903491
4,Northern Great Plains,ridge_refit,64,1.7782794100389228
4,Prairie Gateway,ridge_support_only,8,5.623413251903491
4,Prairie Gateway,ridge_refit,8,5.623413251903491
4,Prairie Gateway,ridge_support_only,16,1.7782794100389228
4,Prairie Gateway,ridge_refit,16,5.623413251903491
4,Prairie Gateway,ridge_support_only,32,3.1622776601683795
4,Prairie Gateway,ridge_refit,32,5.623413251903491
4,Prairie Gateway,ridge_support_only,64,3.1622776601683795
4,Prairie Gateway,ridge_refit,64,5.623413251903491
4,Basin and Range,ridge_support_only,8,10000.0
4,Basin and Range,ridge_refit,8,3.1622776601683795
4,Basin and Range,ridge_support_only,16,10000.0
4,Basin and Range,ridge_refit,16,3.1622776601683795
4,Basin and Range,ridge_support_only,32,10.0
4,Basin and Range,ridge_refit,32,3.1622776601683795
4,Basin and Range,ridge_support_only,64,56.23413251903491
4,Basin and Range,ridge_refit,64,1.7782794100389228
